CaseID,tm_start,tm_finish,duration,QFLAG,weight,xacslang,xspanish,xvaccine,xideo,xparty7,urb_sub_rur,DeviceType,Browser,Q1,Q3,DOVQ4Order,Q4,Q5,Q7,DOVQ7aOrder,Q7a,Q7Text,DOVQ7bOrder,Q7ba,Q7bb,Q7bc,Q7bd,Q7be,Q7bf,Q7c,Q7z,Q8a,Q8b,Q8c,Q8d,Q8e,Q9,Q9a,DOVQ11Order,Q11,Q12,DOVQ13Order,Q13,Q14,Q20,us_born,ppage,ppagecat,ppagect4,ppeduc,ppeducat,ppethm,ppgender,pphhhead,pphhsize,pphouse,ppincimp,ppmarit,ppmsacat,ppreg4,ppreg9,pprent,ppstaten,ppt01,ppt25,ppt612,ppt1317,ppt18ov,ppwork,fips,ppp20071,TQ1,TQ3,TQ4,TQ5,TQ7,TQ7a,TQ7b,TQ7c,TQ7z,TQ8,TQ9,TQ9a,TQ11,TQ12,TQ13,TQ14,TQ20,speeder,refusers
1497,3/2/2021 2:39:31,3/2/2021 2:42:53,202,1,1.3022,2,1,1,2,6,1,10,Edge,2,3,1,1,3,3,"_1,_2,_5,_3,_4,_6,refused",1, ,"a,b,f,d,e,c",2,4,2,2,2,3,88,1,2,3,2,2,4,2,88,2,3,5,2,2,2,2,1,25,2,1,9,2,4,2,0,4,1,7,5,1,1,1,1,14,0,2,0,0,2,1,25013,88,4,3,6,6,5,11,38, ,8,29,5, ,9,12,9,7,7,0,0
1498,3/2/2021 2:49:43,3/2/2021 2:53:07,204,1,2.1998,5,1,1,4,3,2,3,Safari iPhone,2,3,2,2,2,99, ,88, , ,88,88,88,88,88,88,88,1,3,3,3,3,88,3,88,2,3,4,1,2,2,1,3,54,4,3,9,2,3,1,1,3,1,16,1,1,3,7,1,72,0,0,0,1,2,1,22109,2,9,7,12,8,8, , , ,10,23,6, ,50,14,10,8,8,0,0
1499,3/2/2021 3:06:04,3/2/2021 3:12:23,379,1,.3829,3,2,3,4,3,3,3,Chrome iPhone,2,3,2,2,3,4,"_2,_5,_3,_4,_1,_6,refused",1, ,"c,b,e,a,f,d",4,4,4,1,2,4,88,7,5,5,5,5,3,1,88,1,3,3,1,2,1,1,2,53,4,3,11,3,4,1,0,4,3,12,1,1,3,5,2,59,0,1,0,0,3,1,12086,1,19,7,9,9,10,25,82, ,11,41,16, ,55,9,20,12,12,0,0
1500,3/2/2021 4:19:37,3/2/2021 4:22:05,148,1,.3703,2,1,3,4,4,1,10,Firefox,1,88, ,88,88,88, ,88, , ,88,88,88,88,88,88,88,88,2,2,2,5,2,2,88,2,1,1,1,1,88,1,1,73,6,4,10,3,4,2,1,3,1,16,1,1,3,7,1,74,0,0,0,0,3,5,48029,2,12, , , , , , , , ,32,11, ,17,8,15, ,13,0,0
1501,3/2/2021 5:06:06,3/2/2021 5:10:44,278,1,.7852,1,1,3,4,4,1,3,Safari iPhone,2,3,1,2,2,3,"_2,_4,_5,_1,_3,_6,refused",1, ,"d,e,c,b,f,a",3,4,4,2,1,3,88,5,4,4,4,5,5,3,88,2,3,2,1,2,3,1,1,30,2,2,10,3,4,2,0,1,1,16,6,1,4,9,2,94,0,0,0,0,1,1,2020,2,11,5,24,5,7,8,30, ,12,24,59, ,3,9,9,44,6,0,0
1502,3/2/2021 5:33:51,3/2/2021 5:36:48,177,1,1.2958,5,1,1,5,3,3,10,Chrome,2,5, ,88,1,88, ,88, , ,88,88,88,88,88,88,88,88,3,4,4,3,88,4,88,2,3,4,2,2,3,1,3,64,5,4,9,2,1,1,1,2,1,12,1,1,4,8,1,86,0,0,0,0,2,5,4013,1,10,11, ,8, , , , , ,39,9, ,21,12,13,12,9,0,0
1503,3/2/2021 5:57:34,3/2/2021 6:01:13,219,1,.7023,2,2,1,4,5,3,3,Safari iPhone,1,88, ,88,88,88, ,88, , ,88,88,88,88,88,88,88,88,2,2,2,5,4,1,88,2,1,1,1,1,88,1,2,41,3,2,9,2,4,2,1,1,1,14,1,1,4,9,1,93,0,0,0,0,1,7,6037,2,13, , , , , , , , ,34,7, ,7,6,38, ,7,0,0
1504,3/2/2021 6:29:12,3/2/2021 6:35:11,359,1,.8198,2,1,1,2,7,3,3,Safari iPhone,2,1, ,88,2,1, ,88, , ,88,88,88,88,88,88,1,7,2,2,2,2,2,1,88,1,1,1,2,1,2,1,2,20,1,1,10,3,4,1,0,6,2,13,5,1,4,8,2,88,0,1,0,0,5,1,32003,88,8,11, ,13,24, , ,33,54,111,10, ,13,8,26,10,13,0,0
1505,3/2/2021 7:21:15,3/2/2021 7:25:41,266,1,2.3077,5,1,1,4,3,3,1,Safari iPad,2,4, ,88,2,4,"_3,_5,_4,_2,_1,_6,refused",1, ,"c,b,d,a,f,e",3,4,4,3,2,3,88,1,3,4,4,4,88,4,88,2,3,5,1,2,2,1,3,47,4,3,11,3,3,2,1,2,1,18,1,1,4,9,1,93,0,0,0,0,2,2,6115,88,8,10, ,8,10,15,36, ,16,40,10, ,10,19,15,15,9,0,0
1506,3/2/2021 8:17:53,3/2/2021 8:22:39,286,1,.0917,1,1,3,6,3,3,10,Chrome,2,2, ,88,2,3,"_2,_4,_3,_5,_1,_6,refused",5, ,"a,d,b,f,e,c",2,2,4,2,2,1,88,4,2,2,2,3,2,4,88,2,3,4,2,2,3,1,1,63,5,4,13,4,4,1,1,2,1,10,1,1,4,9,1,93,0,0,0,0,2,5,6059,88,9,9, ,7,21,19,45, ,33,38,11, ,10,12,18,16,7,0,0
1507,3/2/2021 8:46:30,3/2/2021 8:48:57,147,1,.3794,5,1,2,2,6,1,10,Chrome,1,88, ,88,88,88, ,88, , ,88,88,88,88,88,88,88,88,1,1,1,2,2,4,88,2,1,2,2,1,88,1,3,77,7,4,9,2,2,1,1,1,3,10,3,1,4,9,2,93,0,0,0,0,1,5,6073,1,11, , , , , , , , ,35,12, ,13,10,14, ,11,0,0
1508,3/2/2021 9:22:01,3/2/2021 9:53:04,1863,1,1.7046,5,1,1,7,1,2,10,Chrome,2,5, ,88,3,88, ,88, , ,88,88,88,88,88,88,88,88,3,5,4,3,88,4,88,2,3,5,1,2,1,1,3,43,3,2,8,1,1,1,1,2,1,19,1,1,3,5,1,59,0,0,0,0,2,1,12113,88,164,171, ,272, , , , , ,122,513, ,377,108,11,6,30,0,0
1509,3/2/2021 9:43:42,3/2/2021 9:46:20,158,1,.9965,5,1,1,2,7,1,10,Chrome,1,88, ,88,88,88, ,88, , ,88,88,88,88,88,88,88,88,2,3,2,2,88,2,88,2,1,2,1,1,88,1,3,63,5,4,13,4,1,2,1,2,3,17,1,1,2,3,1,35,0,0,0,0,2,1,55079,88,8, , , , , , , , ,39,23, ,14,11,22, ,8,0,0
1510,3/2/2021 9:54:51,3/2/2021 9:57:56,185,1,2.1321,5,1,1,3,7,1,10,Firefox,2,1, ,88,1,1, ,88, , ,88,88,88,88,88,88,3,7,1,2,1,2,88,2,88,1,1,1,2,1,3,1,3,71,6,4,10,3,1,1,1,1,3,11,5,1,4,8,2,82,0,0,0,0,1,5,16001,88,12,8, ,7,7, , ,13,13,39,10, ,10,10,14,14,12,0,0
1511,3/2/2021 10:23:56,3/2/2021 10:26:14,138,1,1.677,2,1,3,5,3,3,10,Opera,2,3,2,1,2,3,"_4,_2,_5,_3,_1,_6,refused",4, ,"a,b,c,e,f,d",3,2,2,2,1,3,88,7,2,3,2,3,2,2,88,2,1,3,2,1,2,1,1,27,2,1,10,3,4,1,0,4,1,18,5,1,4,9,1,93,0,0,0,0,4,4,6037,88,5,4,5,5,3,5,27, ,13,16,5, ,4,6,9,4,3,0,0
1512,3/2/2021 11:21:19,3/2/2021 11:23:37,138,1,1.1405,5,1,1,4,3,1,10,Edge,1,88, ,88,88,88, ,88, , ,88,88,88,88,88,88,88,88,2,2,2,2,88,5,4,2,1,3,2,1,88,1,3,67,6,4,12,4,1,1,1,2,2,16,1,1,3,5,1,54,0,0,0,0,2,1,51760,2,15, , , , , , , , ,19,10,8,9,22,15, ,10,0,0
1514,3/2/2021 12:49:37,3/2/2021 12:53:46,249,1,1.5299,5,1,1,5,2,3,10,Chrome,2,1, ,88,2,1, ,88, , ,88,88,88,88,88,88,1,7,2,2,2,1,88,2,88,1,3,2,2,1,2,1,3,44,3,2,10,3,1,1,1,4,1,17,1,1,2,4,1,41,0,0,0,1,3,1,27003,2,6,5, ,6,7, , ,27,15,33,10, ,8,7,12,17,8,0,0
1515,3/2/2021 13:29:11,3/2/2021 13:33:52,281,1,.3421,5,1,2,6,2,3,8,Chrome,2,3,1,2,1,3,"_3,_4,_5,_2,_1,_6,refused",3, ,"f,e,d,a,c,b",2,2,1,2,2,2,88,1,2,2,2,3,3,1,88,1,1,3,2,1,2,1,3,46,4,3,9,2,2,2,0,3,1,1,5,1,3,6,2,64,0,0,2,0,1,2,28059,88,9,11,9,8,8,13,42, ,15,38,17, ,14,11,24,12,8,0,0
1516,3/2/2021 13:30:44,3/2/2021 13:34:24,220,1,1.2855,5,1,1,4,3,1,10,Chrome,2,2, ,88,2,3,"_2,_4,_1,_5,_3,_6,refused",3, ,"c,e,d,f,b,a",2,2,3,2,2,2,88,1,2,4,3,3,88,3,88,1,3,4,2,2,3,1,3,56,5,3,9,2,1,1,1,2,3,13,1,1,3,7,2,74,0,0,0,0,2,1,48491,88,7,7, ,15,6,13,64, ,22,17,6, ,6,15,11,8,7,0,0
1517,3/2/2021 14:17:38,3/2/2021 14:18:58,80,1,.7808,5,1,1,4,3,3,10,Chrome,1,88, ,88,88,88, ,88, , ,88,88,88,88,88,88,88,88,2,2,2,1,88,3,88,2,1,1,2,2,88,1,3,58,5,3,13,4,5,2,1,3,1,17,1,1,3,7,1,73,0,0,0,0,3,1,40143,2,7, , , , , , , , ,20,7, ,7,6,15, ,7,0,0
1518,3/2/2021 14:55:14,3/2/2021 15:06:51,697,1,.2139,5,1,2,3,6,1,8,Chrome,2,3,1,2,2,4,"_3,_5,_1,_2,_4,_6,refused",2, ,"b,e,f,d,a,c",3,3,4,2,2,3,88,3,3,4,4,3,5,3,88,2,3,99,2,2,1,1,3,52,4,3,10,3,2,2,1,2,1,13,5,1,2,3,1,31,0,0,0,0,2,1,39035,99,26,10,6,11,13,27,109, ,85,78,35, ,14,19,101,11,10,0,0
1519,3/2/2021 15:08:14,3/2/2021 15:09:59,105,1,.2494,5,1,1,2,4,2,3,Safari iPhone,1,88, ,88,88,88, ,88, , ,88,88,88,88,88,88,88,88,1,1,2,1,1,2,88,2,2,1,1,1,88,1,3,50,4,3,13,4,2,2,1,5,1,16,1,1,3,7,1,72,0,0,1,2,2,1,22079,1,10, , , , , , , , ,25,9, ,10,6,11, ,7,0,0
1520,3/2/2021 15:36:57,3/2/2021 15:41:41,284,1,.5564,5,1,2,5,2,1,8,Chrome,2,3,2,1,3,3,"_3,_5,_4,_1,_2,_6,refused",1, ,"e,c,b,a,d,f",1,2,3,1,1,1,88,1,3,4,3,3,4,3,88,2,3,3,1,2,2,1,3,33,2,2,9,2,2,2,1,4,2,7,4,1,2,3,2,34,0,0,3,0,1,1,26163,2,7,6,7,8,30,87,26, ,10,28,10, ,6,7,15,9,6,0,0
1521,3/2/2021 16:30:47,3/2/2021 18:48:34,8267,1,.1686,5,1,2,6,4,3,10,Edge,2,4, ,88,2,4,"_4,_1,_2,_5,_3,_6,refused",6,don't feel the need,"e,a,f,d,b,c",2,3,4,3,3,3,88,1,3,3,3,4,2,3,88,1,3,3,1,2,3,1,3,49,4,3,12,4,2,2,1,2,3,12,3,1,1,2,2,23,0,0,0,1,1,1,42079,88,8,9, ,7,8,27,119, ,13,91,18, ,11,18,20,20,10,0,0
1522,3/2/2021 16:35:21,3/2/2021 16:37:48,147,1,.4431,2,1,3,5,6,2,10,Chrome,1,88, ,88,88,88, ,88, , ,88,88,88,88,88,88,88,88,1,1,1,4,3,2,88,2,1,1,2,1,88,1,2,44,3,2,12,4,4,1,1,3,1,20,1,1,3,5,1,56,0,0,1,0,2,1,37183,2,31, , , , , , , , ,31,11, ,7,15,16, ,14,0,0
1523,3/2/2021 16:36:57,3/2/2021 16:46:02,545,1,.2807,3,1,3,99,4,1,8,Chrome,2,3,1,2,1,4,"_3,_1,_2,_5,_4,_6,refused",2, ,"d,e,a,f,c,b",2,4,4,2,2,2,88,1,4,4,4,4,4,2,88,2,3,2,1,2,2,1,1,43,3,2,10,3,4,2,1,4,3,11,1,1,1,2,2,21,0,0,0,1,3,6,36005,88,7,7,23,8,28,15,138, ,98,84,23, ,11,12,40,16,7,0,0
1524,3/2/2021 16:43:09,3/2/2021 16:45:11,122,1,.6478,5,1,2,6,7,1,8,Chrome,1,88, ,88,88,88, ,88, , ,88,88,88,88,88,88,88,88,2,1,1,2,3,1,88,1,3,2,1,2,88,1,3,56,5,3,9,2,2,2,1,1,1,8,5,1,3,7,1,72,0,0,0,0,1,1,22071,1,7, , , , , , , , ,36,8, ,12,12,15, ,12,0,0
1526,3/2/2021 17:02:42,3/2/2021 17:05:47,185,1,.2374,5,1,2,4,5,3,8,Chrome,2,2, ,88,3,2,"_4,_3,_1,_5,_2,_6,refused",1, ,"a,d,e,c,b,f",1,3,3,1,2,3,88,3,3,3,3,4,4,2,88,1,3,3,2,1,2,1,3,51,4,3,13,4,2,2,1,1,2,16,5,1,3,5,1,58,0,0,0,0,1,1,13067,2,8,4, ,6,9,8,33, ,15,29,9, ,9,10,15,10,5,0,0
1527,3/2/2021 17:09:54,3/2/2021 17:13:03,189,1,.7991,3,2,1,2,3,1,8,Chrome,2,2, ,88,3,1, ,88, , ,88,88,88,88,88,88,1,2,3,3,3,3,3,1,88,1,1,3,2,2,2,1,2,20,1,1,9,2,4,2,1,3,1,1,1,1,2,4,2,42,1,0,0,0,2,5,19193,2,8,6, ,8,10, , ,9,9,31,6, ,7,14,12,6,10,0,0
1528,3/2/2021 17:14:13,3/2/2021 17:18:44,271,1,.1311,5,1,1,4,6,3,8,Chrome,2,2, ,88,1,3,"_3,_2,_5,_1,_4,_6,refused",3, ,"b,a,e,f,c,d",2,1,3,2,2,1,88,1,2,2,2,3,2,3,88,2,3,2,1,1,3,1,3,65,6,4,12,4,2,2,1,1,3,9,2,1,3,6,2,64,0,0,0,0,1,5,28049,1,7,4, ,7,15,24,53, ,8,41,8, ,22,7,17,10,7,0,0
1529,3/2/2021 17:16:22,3/2/2021 17:27:48,686,1,.2034,5,1,2,4,7,3,8,Chrome,2,5, ,88,3,88, ,88, , ,88,88,88,88,88,88,88,88,5,5,3,3,4,3,88,2,3,5,2,2,1,1,3,56,5,3,12,4,2,1,1,1,1,14,1,1,3,5,1,56,0,0,0,0,1,1,37147,1,7,5, ,7, , , , , ,579,10, ,13,14,19,9,7,0,0
1530,3/2/2021 17:27:21,3/2/2021 17:30:07,166,1,.2407,5,1,2,4,7,1,10,Chrome,1,88, ,88,88,88, ,88, , ,88,88,88,88,88,88,88,88,2,2,2,5,2,2,88,2,1,2,1,2,88,1,3,58,5,3,12,4,2,2,1,6,3,15,3,1,1,1,1,14,0,1,1,0,4,1,25025,1,12, , , , , , , , ,50,7, ,16,8,15, ,32,0,0
1531,3/2/2021 17:33:10,3/2/2021 17:37:46,276,1,2.3585,5,1,1,4,5,1,3,Safari iPhone,2,3,2,2,2,3,"_4,_2,_3,_5,_1,_6,refused",1, ,"f,e,a,b,d,c",4,4,4,1,2,4,88,3,2,5,4,4,88,3,88,2,2,2,2,2,1,1,3,38,3,2,12,4,3,1,1,1,1,18,1,1,4,9,1,92,0,0,0,0,1,1,41051,88,6,6,4,7,8,17,52, ,10,34,10, ,9,14,54,11,22,0,0
1532,3/2/2021 17:37:40,3/2/2021 17:41:23,223,1,.4112,3,2,3,3,6,1,3,Safari iPhone,2,1, ,88,3,1, ,88, , ,88,88,88,88,88,88,1,2,1,1,2,2,2,1,88,1,1,1,1,1,3,1,2,42,3,2,12,4,4,1,1,2,1,7,3,1,3,5,2,59,0,0,0,1,1,1,12086,88,8,7, ,19,12, , ,20,9,37,10, ,11,7,9,17,9,0,0
1533,3/2/2021 17:49:13,3/2/2021 17:52:05,172,1,1.1863,5,1,1,6,2,3,4,Safari,2,1, ,88,2,1, ,88, , ,88,88,88,88,88,88,2,5,1,2,2,1,88,3,88,1,1,2,2,1,3,1,3,45,4,3,12,4,1,1,1,2,2,20,1,1,4,8,1,87,0,0,0,0,2,1,49011,2,6,4, ,4,7, , ,17,9,21,6, ,6,12,10,8,5,0,0
1534,3/2/2021 17:52:08,3/2/2021 17:54:06,118,1,1.2916,5,1,1,4,6,1,8,Chrome,2,5, ,88,2,88, ,88, , ,88,88,88,88,88,88,88,88,2,4,4,4,88,2,88,1,3,5,2,2,1,1,3,27,2,1,10,3,1,1,1,3,1,14,1,1,3,5,1,56,1,0,0,0,2,1,37119,88,7,5, ,5, , , , , ,35,10, ,8,7,9,8,6,0,0
1535,3/2/2021 17:53:16,3/2/2021 17:59:39,383,1,.423,5,1,2,4,7,1,10,Chrome,2,3,2,2,1,4,"_5,_1,_4,_2,_3,_6,refused",2, ,"b,e,c,a,f,d",3,3,3,1,3,3,88,7,2,3,4,5,5,2,88,2,3,4,1,1,1,3,3,29,2,1,12,4,2,2,1,2,2,9,5,1,3,5,2,58,0,0,0,0,2,1,13059,2,8,7,4,4,6,6,21, ,7,27,5, ,5,7,7,9,13,0,0
1536,3/2/2021 18:03:33,3/2/2021 18:05:03,90,1,.4278,1,1,3,6,3,3,10,Firefox,1,88, ,88,88,88, ,88, , ,88,88,88,88,88,88,88,88,1,1,2,2,1,4,88,1,1,1,1,1,88,1,1,66,6,4,10,3,4,2,1,3,1,19,1,1,4,9,1,93,0,0,0,0,3,5,6073,2,6, , , , , , , , ,25,7, ,7,11,12, ,7,0,0
1537,3/2/2021 18:02:01,3/2/2021 18:10:11,490,1,.4205,1,1,3,3,3,3,4,Chrome,2,1, ,88,2,1, ,88, , ,88,88,88,88,88,88,1,7,2,2,2,3,3,2,88,2,3,3,1,1,1,3,1,29,2,1,12,4,4,2,1,2,3,16,1,1,3,5,2,54,0,0,0,0,2,7,51153,2,24,3, ,4,5, , ,11,9,25,7, ,8,10,10,8,8,0,0
1538,3/2/2021 18:08:52,3/3/2021 17:01:14,82342,1,.2484,5,1,2,4,4,1,10,MSIE,2,3,1,2,1,3,"_1,_5,_2,_3,_4,_6,refused",2, ,"f,b,a,e,d,c",2,2,3,1,1,2,88,7,3,4,4,4,5,3,88,1,3,5,2,2,1,1,3,69,6,4,13,4,2,1,1,1,1,18,4,1,1,2,1,21,0,0,0,0,1,2,36081,1,11,7,11,11,11,32,62, ,16,40,21, ,18,15,21,13,16,0,0
1539,3/2/2021 18:12:24,3/2/2021 18:15:37,193,1,.2714,5,1,2,4,5,2,8,Chrome,2,3,1,2,2,4,"_2,_4,_3,_1,_5,_6,refused",1, ,"d,e,b,f,a,c",2,3,3,2,3,2,88,5,3,4,3,5,5,4,88,1,3,3,2,2,1,1,3,46,4,3,10,3,2,1,1,7,1,13,1,1,3,7,2,74,1,0,0,3,3,1,48257,1,5,4,3,4,8,15,28, ,10,28,8, ,17,8,11,14,6,0,0
1540,3/2/2021 18:14:25,3/2/2021 18:18:59,274,1,1.8078,5,1,1,6,1,1,5,Chrome,2,3,2,2,1,4,"_4,_2,_3,_1,_5,_6,refused",6,want to be sure that there are no side effects,"f,e,d,b,c,a",1,1,1,1,1,4,88,1,3,5,4,3,88,2,88,2,3,4,2,2,2,1,3,67,6,4,10,3,3,1,1,2,1,15,1,1,4,9,1,95,0,0,0,0,2,1,15009,1,15,10,7,13,8,30,44, ,10,31,8, ,8,14,11,9,8,0,0
1541,3/2/2021 17:19:42,3/2/2021 18:28:14,4112,1,1.7985,5,1,1,1,6,3,10,Firefox,2,1, ,88,2,1, ,88, , ,88,88,88,88,88,88,3,7,1,1,2,3,88,2,88,2,1,1,2,1,3,1,3,28,2,1,12,4,1,1,1,2,1,21,6,1,3,5,1,52,0,0,0,0,2,1,24021,88,5,2, ,3,2, , ,10,3,34,6, ,5,5,2,4,2,0,0
1542,3/2/2021 18:40:40,3/2/2021 19:18:34,2274,1,3.6455,5,1,1,5,1,3,8,Chrome,2,4, ,88,1,4,"_1,_5,_3,_4,_2,_6,refused",1, ,"a,b,d,e,c,f",4,2,4,2,3,4,88,1,2,4,3,2,88,4,88,2,3,5,2,2,2,1,3,19,1,1,10,3,1,2,1,1,3,11,5,1,4,9,2,92,0,0,0,0,1,1,41043,1,4,4, ,5,6,10,1961, ,11,23,8, ,8,8,13,44,119,0,0
1543,3/2/2021 18:48:12,3/2/2021 18:53:35,323,1,1.2324,5,1,1,6,1,3,10,Chrome,2,4, ,88,2,4,"_4,_1,_2,_3,_5,_6,refused",1, ,"e,b,c,f,a,d",3,3,3,3,3,3,88,1,4,4,4,4,88,5,3,1,3,3,1,2,2,1,3,51,4,3,10,3,1,2,1,4,1,13,1,1,1,2,1,22,0,0,0,0,4,1,34031,2,136,6, ,8,6,21,27, ,10,17,17,8,8,7,9,14,6,0,0
1544,3/2/2021 18:52:37,3/2/2021 18:55:04,147,1,.9541,2,1,1,4,7,1,4,Safari,2,1, ,88,2,1, ,88, , ,88,88,88,88,88,88,1,1,1,1,1,2,2,1,88,1,1,1,2,2,3,1,1,56,5,3,9,2,4,1,1,2,1,19,1,1,4,9,1,93,0,0,0,0,2,1,6019,2,13,5, ,6,4, , ,10,6,25,8, ,10,9,10,11,5,0,0
1545,3/2/2021 18:55:16,3/2/2021 18:58:18,182,1,.4692,5,1,2,4,7,1,10,Edge,1,88, ,88,88,88, ,88, , ,88,88,88,88,88,88,88,88,1,1,1,2,2,1,88,2,1,1,1,1,88,1,3,69,6,4,9,2,2,2,1,2,1,11,1,1,2,3,1,33,0,0,0,0,2,5,17031,2,10, , , , , , , , ,52,32, ,16,9,20, ,9,0,0
1546,3/2/2021 18:55:34,3/2/2021 18:58:23,169,1,.1196,5,1,2,99,5,3,3,Safari iPhone,1,88, ,88,88,88, ,88, , ,88,88,88,88,88,88,88,88,2,2,3,4,2,4,88,2,1,2,2,1,88,1,3,66,6,4,12,4,2,2,1,2,1,13,1,1,3,7,1,74,0,0,0,0,2,5,48201,1,7, , , , , , , , ,42,17, ,10,9,25, ,9,0,0
1547,3/2/2021 19:02:54,3/2/2021 19:05:33,159,1,1.8172,5,1,1,4,3,3,8,Chrome,2,2, ,88,2,1, ,88, , ,88,88,88,88,88,88,1,6,1,2,2,1,88,3,88,1,3,2,1,2,3,1,3,37,3,2,9,2,1,1,1,3,1,17,1,1,4,9,1,91,0,1,0,0,2,1,53005,88,8,5, ,5,7, , ,27,6,23,11, ,10,9,8,8,6,0,0
1548,3/2/2021 19:04:06,3/2/2021 19:07:33,207,1,1.3831,5,1,1,6,2,3,10,Edge,2,3,1,1,1,1, ,88, , ,88,88,88,88,88,88,4,2,2,2,2,2,88,2,88,2,3,3,1,2,2,1,3,67,6,4,9,2,1,2,1,2,1,9,1,1,2,4,1,47,0,0,0,0,2,5,20079,2,10,7,9,5,11, , ,12,6,46,8, ,12,10,17,10,6,0,0
1549,3/2/2021 19:05:42,3/2/2021 19:09:09,207,1,.1085,5,1,2,1,7,3,4,Safari,1,88, ,88,88,88, ,88, , ,88,88,88,88,88,88,88,88,1,1,1,4,2,2,88,2,1,1,1,1,88,1,3,68,6,4,13,4,2,2,1,2,1,11,1,1,4,9,1,91,0,0,0,0,2,5,53011,1,15, , , , , , , , ,38,11, ,12,12,62, ,11,0,0
1550,3/2/2021 19:11:47,3/2/2021 19:15:30,223,1,1.8353,2,2,3,2,6,2,10,Chrome,2,2, ,88,3,3,"_4,_2,_3,_1,_5,_6,refused",1, ,"e,b,a,f,d,c",3,2,3,1,2,3,88,3,2,2,3,2,3,5,3,1,3,3,2,2,2,2,2,18,1,1,9,2,4,2,0,4,1,12,5,1,4,9,3,93,0,0,0,0,4,7,6025,2,7,6, ,6,12,15,34, ,22,26,8,7,7,10,14,8,12,0,0
1551,3/2/2021 19:23:22,3/2/2021 19:26:43,201,1,.2431,2,2,3,2,5,3,3,Safari iPhone,1,88, ,88,88,88, ,88, , ,88,88,88,88,88,88,88,88,2,2,2,3,2,1,88,1,99,2,2,1,88,1,2,66,6,4,8,1,4,1,1,3,1,7,1,1,4,9,1,93,0,0,1,0,2,5,6037,88,10, , , , , , , , ,77,12, ,2,19,36, ,11,0,0
1552,3/2/2021 17:18:46,3/2/2021 19:25:21,7595,1,.758,5,1,1,6,1,2,10,Chrome,2,1, ,88,1,1, ,88, , ,88,88,88,88,88,88,3,2,2,2,3,4,88,3,88,1,3,2,1,1,3,1,3,38,3,2,12,4,5,2,1,5,1,15,1,1,2,4,1,43,0,1,1,1,2,1,29071,2,4,3, ,5,4, , ,8,11,13,6, ,5,6,5,6,3,0,0
1553,3/2/2021 19:38:42,3/2/2021 19:41:00,138,1,1.1405,5,1,1,2,7,1,4,Safari,1,88, ,88,88,88, ,88, , ,88,88,88,88,88,88,88,88,1,1,1,3,88,3,88,2,1,1,1,1,88,1,3,74,6,4,13,4,1,1,1,3,1,16,1,1,3,5,1,56,0,0,0,0,3,2,37063,88,27, , , , , , , , ,44,6, ,8,6,7, ,12,0,0
1554,3/2/2021 19:40:39,3/2/2021 19:44:58,259,1,1.4033,5,1,1,6,1,2,4,Safari,2,4, ,88,2,4,"_5,_3,_1,_2,_4,_6,refused",1, ,"c,f,e,a,d,b",3,3,4,1,1,3,88,2,2,4,4,4,88,3,88,1,3,3,1,2,2,1,3,57,5,3,9,2,1,2,1,2,1,14,1,0,3,5,1,56,0,0,0,0,2,1,37031,1,6,5, ,5,6,37,31, ,46,16,8, ,6,7,9,50,5,0,0
1555,3/2/2021 18:37:27,3/2/2021 19:47:54,4227,1,1.4863,5,1,1,2,7,1,10,Chrome,2,1, ,88,2,1, ,88, , ,88,88,88,88,88,88,3,5,1,1,2,1,88,4,88,1,1,1,2,1,3,1,3,42,3,2,12,4,1,1,1,4,1,19,1,1,4,9,1,93,0,2,0,0,2,1,6073,88,9,96, ,5,4, , ,12,9,22,8, ,9,10,10,11,4,0,0
1556,3/2/2021 19:52:06,3/2/2021 19:55:38,212,1,1.7413,5,1,1,1,5,1,4,Chrome,2,1, ,88,3,1, ,88, , ,88,88,88,88,88,88,1,7,1,1,1,2,88,3,88,2,1,1,2,1,4,1,3,28,2,1,13,4,1,1,1,2,3,13,6,1,3,7,2,74,0,0,0,0,2,1,48453,88,5,5, ,5,5, , ,10,10,13,6, ,9,12,8,14,7,0,0
1557,3/2/2021 19:57:36,3/2/2021 20:01:24,228,1,.1624,1,1,3,2,7,3,10,Chrome,2,1, ,88,2,1, ,88, , ,88,88,88,88,88,88,2,7,2,2,2,2,2,2,88,2,1,2,2,1,2,1,1,64,5,4,13,4,4,1,1,3,1,18,1,1,2,3,1,31,0,0,0,0,3,1,39049,2,9,7, ,7,10, , ,21,18,33,11, ,11,8,17,10,7,0,0
1558,3/2/2021 20:07:40,3/2/2021 20:09:56,136,1,.2463,5,1,2,2,7,3,3,Safari iPhone,2,4, ,88,2,4,"_3,_1,_4,_2,_5,_6,refused",1, ,"f,a,c,e,d,b",2,2,3,2,2,3,88,1,2,4,3,4,4,3,88,1,1,3,1,2,3,1,3,46,4,3,10,3,2,2,1,3,3,11,2,1,2,3,2,34,0,0,2,0,1,1,26045,1,4,4, ,3,6,8,28, ,5,23,3, ,7,10,11,4,4,0,0
1559,3/2/2021 20:11:08,3/2/2021 20:21:20,612,1,.2953,2,2,1,2,7,1,10,Edge,2,1, ,88,2,1, ,88, , ,88,88,88,88,88,88,1,6,1,1,1,1,2,2,88,2,1,2,1,1,2,1,2,41,3,2,12,4,4,1,1,3,1,11,3,1,1,2,1,21,0,0,0,0,3,2,36081,2,120,5, ,9,8, , ,19,19,48,119, ,9,16,42,22,8,0,0
